id,title,status,loc.0,date,time,mins,desc,tags.0,tags.1,tags.2,people.0.id,people.0.name,people.1.id,people.1.name,people.2.id,people.2.name,people.3.id,people.3.name,people.4.id,people.4.name,people.5.id,people.5.name,people.6.id,people.6.name,people.7.id,people.7.name,227
88,"Birds of a Feather: Knit One, Stitch Two Maker Craft Space",,Pres Boardroom,2018-03-10,11:00,120,TBD,,,,,,,,,,,,,,,,,,,,
91,Authors Autographing (Session 2),,Grant A,2018-03-10,12:00,60,"Meet and talk with your favorite authors and rising stars. Purchase books and have them signed. Guest Authors: Brent D. Seth, K. M. Herkes, Troy Maynard, Daniel A. Willis, Barbara Doran",,,,,,,,,,,,,,,,,,,,
95,Open Gaming (all ages),,Grant B/C,2018-03-10,12:00,60,Come check out the Kid’s room and all the games available to play. (All Ages),,,,,,,,,,,,,,,,,,,,
94,Obelisk,,Hayes & Pre-Fun,2018-03-10,12:00,60,"Co-op, tower defense, strategy board game designed and published in Cleveland. Ages 10+. Print and Play available: www.ahgames.shop",,,,23,E. Aretskin-Hariton,,,,,,,,,,,,,,,
96,Pathfinder Society Academy (Ages 6-17),,Hayes & Pre-Fun,2018-03-10,12:00,120,"Welcome to Pathfinder Society Academy, a part of the Pathfinder Society set aside for new players from ages 6 to 17. It is designed to introduce organized play using the Pathfinder RPG Beginner Box and the Pathfinder Roleplaying Game, provide a positive gaming experience for young players, and support youth-friendly content.",,,,5,A. Melone,,,,,,,,,,,,,,,
98,Three Faces of Evil for Castles and Crusades,,Hayes & Pre-Fun,2018-03-10,12:00,240,"What’s better than D&D with Prizes for all??? NOTHING! Come join us for an old-school style D&D game. I'll provide the characters, the adventure, and swag for each player! You just bring your lucky dice. Prizes will be awarded for RPG skill & style.",,,,38,K. Olsen,,,,,,,,,,,,,,,
99,Whisper City Pro-Wrestling,,Hayes & Pre-Fun,2018-03-10,12:00,240,The RPG of independent circuit pro-wrestling in a post-apocalyptic mill town,,,,76,T. Mallison,,,,,,,,,,,,,,,
93,Mistakes Beginning Authors Make 2.0,,McKinley A,2018-03-10,12:00,60,A discussion of the common problems seen in new writers' manuscripts and how to avoid them.,,,,43,L. Snyder,32,J. Blackrose,69,R. Withering,70,S. Bauer,42,L. Robertson,,,,,,,
92,Body Positive Dancing For All Body Types,,McKinley B,2018-03-10,12:00,60,Body postive dance workshop.,,,,83,Troupe Abira Bellydancers,,,,,,,,,,,,,,,
97,Pop Culture and Personal Spirituality,,Pegasus,2018-03-10,12:00,60,"A sociological look at the balance between fandoms, faith and personal ideals.",,,,13,Brenna MC,,,,,,,,,,,,,,,
105,Obelisk,,Hayes & Pre-Fun,2018-03-10,13:00,60,"Co-op, tower defense, strategy board game designed and published in Cleveland. Ages 10+. Print and Play available: www.ahgames.shop",,,,23,E. Aretskin-Hariton,,,,,,,,,,,,,,,
106,Paragon: Duels of the Chosen,,Hayes & Pre-Fun,2018-03-10,13:00,60,New ECG fantasy card game. www.paragonecg.com,,,,74,T. Hall,,,,,,,,,,,,,,,
103,Keep the Hive Alive!,,Hayes & Pre-Fun,2018-03-10,13:00,120,"“Keep the Hive Alive!” is a turn-based strategy game where two to six players serve as the “hive mind” of one honeybee hive each. With the option of collaborating or competing, players must collect enough resources to survive the impending winter (which begins at the end of 12 – 18 rounds depending on the number of players) and keep their hive alive against randomly generated natural and anthropogenic threats. This gorgeous game sports an art style that has not been used in contemporary gaming to date: linoleum cut printing. Our art is done by hand using paper, ink, and hand-drawn and cut reliefs to evoke an earthy, natural feel. All of our gaming mechanics are derived from actual honeybee behavior so that this game can serve as a teaching tool as well as a source of fun, rivalry, and partnership among friends and family. “Keep the Hive Alive!” emphasizes replayability: you would have to play this game hundreds of times to recreate a scenario which you have seen before.",,,,7,A. Prybyla,,,,,,,,,,,,,,,
100,Deadlands: Paradise Lost,,Hayes & Pre-Fun,2018-03-10,13:00,240,A Classic Deadlands: Weird West Adventure,,,,8,B. Barrington,,,,,,,,,,,,,,,
107,PFS #27: Our Lady of Silver (5-9),,Hayes & Pre-Fun,2018-03-10,13:00,240,"A Pathfinder Society Scenario designed for 5th to 9th level characters (Tiers: 5–6 and 8–9).
 You and your fellow Pathfinders are sent to Katheer, the shining capital of Qadira, to witness the wedding of Pathfinder Faireven to the wealthy and beautiful Lady of Silver and bring back a trove of relics given to the Society as part of the wedding dowry. When the wedding is disrupted by unscrupulous thieves, you soon find yourself dodging double-crosses, accusations of grave robbery, and worse. You must find the relics soon, or risk facing the eternal expulsion of the Society from the treasure-filled deserts of Qadira.",,,,29,G. Melone,,,,,,,,,,,,,,,
108,PFS #9-12: Shrine of the Sacred Tempest (1-5),,Hayes & Pre-Fun,2018-03-10,13:00,240,"A Pathfinder Society Scenario designed for levels 1–5.
 Outside of a remote village in the tengu nation of Kwanlai, a generations-old group of shrinekeepers has dutifully watched over a holy site that commemorates celestial forces that fell in battle against a qlippoth invasion in the distant past. By tradition, the guardians report to celestial forces every 10 years, but these guardians have fallen silent. A messenger from Heaven has called upon the Pathfinder Society to investigate the historic site and uncover the truth behind the shrinekeepers' fate.",,,,29,G. Melone,,,,,,,,,,,,,,,
110,SFS #1-06: A Night in Nightarch (3-6),,Hayes & Pre-Fun,2018-03-10,13:00,240,"A Starfinder Society Scenario designed for levels 3-6.
 A routine business deal goes awry when a spiteful drow noble seizes a shipment of weapons destined for the Starfinder Society. The PCs are sent to the gloomy world of Apostae to retrieve the stolen arms. Granted 24-hours of diplomatic immunity for any actions taken against the thief, the PCs strike at the rebellious drow noble and retrieve the shipment. Whether through guile or sheer force, the PCs must prove that the Starfinder Society is not an organization to trifle with.",,,,29,G. Melone,,,,,,,,,,,,,,,
111,The Lost Crypt of Andophine the Foul,,Hayes & Pre-Fun,2018-03-10,13:00,240,"Rumors, whispers, even dreams have drawn you to the site. You wait anxiously as the full moon rises over the clearing you and the other adventurers are standing in. As it clears the trees, the glyphs in front of you begin to glow with Arcane energy. You step forward and whisper the command word you've learned for this. You've only got 4 hours to get in, get the loot, and get out before you're trapped inside. The energy flares up around you and you disappear from the clearing...",,,,64,P. Epps,,,,,,,,,,,,,,,
112,The Lost Gospel of Jelvis (Savage Worlds- Low Life),,Hayes & Pre-Fun,2018-03-10,13:00,240,"Pimflax the Begrudging has unoithed what may be a recording of the voice of Jelvis himself! But now he's vanished, and Bubbles Baryshnikov, an oldster with an interest in the early church of the besequined eminence, wants the gospel found. Oh yeah, and if you can bring back Pimflax, that'd be great too. Bring a Seasoned Low Life character or one will be provided.",,,,26,Erin,,,,,,,,,,,,,,,
109,PFS Ruins of Bonekeep 3: The Wakening Tomb (5-9),,Hayes & Pre-Fun,2018-03-10,13:00,300,"NOTE: This is a *timed* five-hour slot. Please arrive early.
 A Pathfinder Society Special designed for levels 5-9.
 The Pathfinders descend deeper into the ruins of Bonekeep, a centuries-old siege fortress. The deeper dungeons hold even deadlier threats, yet even they cannot compare to the terrible revelations of the tower's true purpose.",,,,29,G. Melone,,,,,,,,,,,,,,,
101,Influencing Culture Through Fiction,,McKinley A,2018-03-10,13:00,60,How has fantasy been able to influence our culture and perceptions? How can we continue to push the boundaries?,,,,15,C. Matthews,9,B. Doran,63,O. Berrier,32,J. Blackrose,,,,,,,,,
104,Nerdy Dancers of CLE,,McKinley A,2018-03-10,13:00,90,"Fandom based dance group, the Nerdy Dancers of CLE would like to share its geekiness with you! Celebrating their first anniversary, there is no better time to see the best anime, video game, and counter culture performances with the Nerdy Dancers!",,,,2,A. Holland,65,P. Holland,1,A. Chiasson,41,L. Peterson,24,E. Guilkey,47,M. Feliciano,14,C. Ann,19,D. Doyle,
102,Introduction to Game Design & Publishing,,Pegasus,2018-03-10,13:00,60,TBD,,,,11,B. Kanelos,,,,,,,,,,,,,,,
113,There's More in Your Closet Than You Think,UPDATED,Pegasus,2018-03-11,11:00,60,Using and repurposing items for costumes.,,,,67,P. Textor,70,S. Bauer,46,M. Engelhardt,85,W. Kincade,,,,,,,,,
114,Moon Prism Power!,,Grant B/C,2018-03-10,13:15,45,Transform into your favorite sailor scout with your very own transformation pen or wand. (ages 7+),,,,,,,,,,,,,,,,,,,,
117,Obelisk,,Hayes & Pre-Fun,2018-03-10,14:00,60,"Co-op, tower defense, strategy board game designed and published in Cleveland. Ages 10+. Print and Play available: www.ahgames.shop",,,,23,E. Aretskin-Hariton,,,,,,,,,,,,,,,
118,Pathfinder Society Academy (Ages 6-17),,Hayes & Pre-Fun,2018-03-10,14:00,120,"Welcome to Pathfinder Society Academy, a part of the Pathfinder Society set aside for new players from ages 6 to 17. It is designed to introduce organized play using the Pathfinder RPG Beginner Box and the Pathfinder Roleplaying Game, provide a positive gaming experience for young players, and support youth-friendly content.",,,,5,A. Melone,,,,,,,,,,,,,,,
119,This Is How The World Does Not End,,McKinley B,2018-03-10,14:00,60,"We will debunk, demystify, and destroy dystopias. Our goal: to find a way for the world not to end.",,,,55,M. Vibbert,,,,,,,,,,,,,,,
116,Nerdcore HipHop: Where Beats Meet Geeks,,Pegasus,2018-03-10,14:00,60,"This panel is about Nerdcore and specifically, Nerdcore Hiphop. We’ll be discussing and detailing what it is, how it came to be and the various realms it has been and can be found. It’s a subgenre that is far more popular and widespread than some realize. Hopefully we can show more people how creative and fun Nerdcore can be!",,,,22,Darkfyre Entertainment,,,,,,,,,,,,,,,
115,Author Showcase (Session 3),,Pres Boardroom,2018-03-10,14:00,60,"Listen to your favorite authors read excerpts from released and soon to be released works. Find your next great read. Ask questions, and discover the new worlds.",,,,43,L. Snyder,,,,,,,,,,,,,,,
120,Super Costume Build Part 2,,Grant B/C,2018-03-10,14:15,45,Every villain and hero needs armor. Stop in and create gauntlets and shin-guards to protect yourself during battle. (ages 6+),,,,,,,,,,,,,,,,,,,,
121,Authors Autographing (Session 3),,Grant A,2018-03-10,15:00,60,"Meet and talk with your favorite authors and rising stars. Purchase books and have them signed. Guest Authors: Lucy A. Snyder, Sara Dobie Bauer, Megan Engelhardt, Weston Kincade",,,,,,,,,,,,,,,,,,,,
124,Obelisk,,Hayes & Pre-Fun,2018-03-10,15:00,60,"Co-op, tower defense, strategy board game designed and published in Cleveland. Ages 10+. Print and Play available: www.ahgames.shop",,,,23,E. Aretskin-Hariton,,,,,,,,,,,,,,,
125,Red Scare and other Hidden-Role Games,,Hayes & Pre-Fun,2018-03-10,15:00,60,"It's 1951. America is thick with fear and paranoia. It's up to you to scour the files and find who may be promoting the Soviet agenda... but double agents are everywhere! The only way to discover the truth is with a pair of decoder glasses.
 Play Red Scare (with its designer Ben Kanelos) and some of the freshest hidden role games on the market (and some yet to be released). Titles on hand will include Werewolf, Two Rooms and a Boom, Coup, Bitten, and others!",,,,11,B. Kanelos,,,,,,,,,,,,,,,
123,Maze of the Chaos Storm,,Hayes & Pre-Fun,2018-03-10,15:00,240,What will your brave adventures do once they found themselves swept up in the aftermath of a Chaos Storm? Few ever enter the maze and fewer still ever exit it. Who created it and why? Will they try to unravel these mysteries or just struggle to survive? A 5th Edition Dungeons & Dragons adventure for 4-6 characters of 3rd-5th level.,,,,60,Nerdarchist Dave,,,,,,,,,,,,,,,
122,Harp Twins Concert,,McKinley A,2018-03-10,15:00,60,TBD,,,,81,The Harp Twins,,,,,,,,,,,,,,,
126,Shaping The Short Story,,McKinley B,2018-03-10,15:00,60,A discussion of how to craft short stories.,,,,45,M. Calvert,21,D. Willis,63,O. Berrier,48,M. Flohr,32,J. Blackrose,,,,,,,
127,Zombie 101,UPDATED,Pres Boardroom,2018-03-10,15:00,60,Ever wanted to become a member of the undead? Join the Legion of Terror for a lesson on how to make the perfect zombie. Discuss everything from make-up to cosutming. Learn how to transform yourself into the living dead!,,,,44,Legion of Terror,,,,,,,,,,,,,,,
128,Giant Jenga ™,,Grant B/C,2018-03-10,15:15,30,"Use your super anti-gravity skills to keep this giant-sized, classic game upright. (All ages)",,,,,,,,,,,,,,,,,,,,
129,Out of Darkness: Cleveland,,Pegasus,2018-03-10,15:30,90,"A crime/sci-fi TV series created by Emmy winning writer Alex P. Michaels. ""Out of Darkness: Cleveland"" will be shot in the real city of Cleveland, Ohio but takes place in a fictionalized version of it named Cleaveland. It is a city that needs saving. After a series of police shootings across the country, the Government steps in with the FORCE (Federal Officers Resisting Criminal Elements) to protect the residents. The story is seen through the eyes of a young Latina police officer who becomes part of the FORCE because she saved a number of police from a massacre. The story is not all black and white, as the Latina police officer/government agent deals with her questionably ethical supervisors, an urban legend about a shadow devouring criminals and a Senator who has come to town to shut the FORCE down after a shooting incident",,,,68,Prelude2Cinema,,,,,,,,,,,,,,,
132,Super Costume Build Part 3,,Grant B/C,2018-03-10,16:00,60,"Every villain and hero needs help flying, or at least looking fly. Stop in and create your cape to complete your super costume. (ages 6+)",,,,,,,,,,,,,,,,,,,,
131,Obelisk,,Hayes & Pre-Fun,2018-03-10,16:00,60,"Co-op, tower defense, strategy board game designed and published in Cleveland. Ages 10+. Print and Play available: www.ahgames.shop",,,,23,E. Aretskin-Hariton,,,,,,,,,,,,,,,
130,"Lights, Camera, Halfling",,Hayes & Pre-Fun,2018-03-10,16:00,240,A D&D 5e adventure for level 3 characters. Sabastian”Trinket” Smythe halfling hero and member of the Harpers of the Forgotten Realm has gone missing. He was supposed to meet his contact with information on the whereabouts of 3 black dragon eggs being smuggled. Can the party figure out what happened? Can they stop the transport? Short hops and big drops as all of the pc’s in this game will be under 5’ tall pre generated characters available or bring your own (subject to approval). New to D&D? Perfect! D&D is old hat? Perfect! Suitable for all levels of experience in D&D. Role Play over roll play in my games.,,,,75,T. Hawkins,,,,,,,,,,,,,,,
133,Writing Workshop: Hook Me,,McKinley B,2018-03-10,16:00,60,The first few pages of a story set the tone and draw in the audience. Bring in the first few pages of your story to be shared and critiqued by authors.,,,,70,S. Bauer,55,M. Vibbert,17,D. Arman,69,R. Withering,31,J. Thorn,,,,,,,
137,Oregon Trail ™the Card Game,,Grant B/C,2018-03-10,17:00,60,You won’t need a Commodore 64 for this super experience. The western bound pioneers were our early superheros. Will you survive the trip and make it Oregon? (ages 10+),,,,,,,,,,,,,,,,,,,,
136,Obelisk,,Hayes & Pre-Fun,2018-03-10,17:00,60,"Co-op, tower defense, strategy board game designed and published in Cleveland. Ages 10+. Print and Play available: www.ahgames.shop",,,,23,E. Aretskin-Hariton,,,,,,,,,,,,,,,
138,Red Scare and other Hidden-Role Games,,Hayes & Pre-Fun,2018-03-10,17:00,60,"It's 1951. America is thick with fear and paranoia. It's up to you to scour the files and find who may be promoting the Soviet agenda... but double agents are everywhere! The only way to discover the truth is with a pair of decoder glasses.
 Play Red Scare (with its designer Ben Kanelos) and some of the freshest hidden role games on the market (and some yet to be released). Titles on hand will include Werewolf, Two Rooms and a Boom, Coup, Bitten, and others!",,,,11,B. Kanelos,,,,,,,,,,,,,,,
139,The Lost Gospel of Jelvis (Savage Worlds- Low Life),,Hayes & Pre-Fun,2018-03-10,17:00,240,"Pimflax the Begrudging has unoithed what may be a recording of the voice of Jelvis himself! But now he's vanished, and Bubbles Baryshnikov, an oldster with an interest in the early church of the besequined eminence, wants the gospel found. Oh yeah, and if you can bring back Pimflax, that'd be great too. Bring a Seasoned Low Life character or one will be provided.",,,,26,Erin,,,,,,,,,,,,,,,
135,Cosplay/Masquerade Contest,,McKinley A,2018-03-10,17:00,120,TBD,cosplay,contest ,,86,Mogchelle,92,Knightmage,87,Princess Morgan,94,M. Harpster,,,,,,,,,
140,Troupe Abira Bellydance,,Pegasus,2018-03-10,17:00,60,Eclectic Bellydance with a fantasy/ tribal twist,performance,dance,,83,Troupe Abira Bellydancers,,,,,,,,,,,,,,,
134,Author Showcase (Session 4),,Pres Boardroom,2018-03-10,17:00,60,"Listen to your favorite authors read excerpts from released and soon to be released works. Find your next great read. Ask questions, and discover the new worlds.",,,,42,L. Robertson,33,J. Gribble,17,D. Arman,35,J. Troemner,73,S. Swann,,,,,,,
141,Authors Autographing (Session 4),,Grant A,2018-03-10,18:00,60,"Meet and talk with your favorite authors and rising stars. Purchase books and have them signed. Guest Authors: Linda Robertson, J.L. Gribble, Dan R. Arman, J. W. Troemner, S Andrew Swann",,,,,,,,,,,,,,,,,,,,
143,Keep the Hive Alive!,,Hayes & Pre-Fun,2018-03-10,18:00,120,"“Keep the Hive Alive!” is a turn-based strategy game where two to six players serve as the “hive mind” of one honeybee hive each. With the option of collaborating or competing, players must collect enough resources to survive the impending winter (which begins at the end of 12 – 18 rounds depending on the number of players) and keep their hive alive against randomly generated natural and anthropogenic threats. This gorgeous game sports an art style that has not been used in contemporary gaming to date: linoleum cut printing. Our art is done by hand using paper, ink, and hand-drawn and cut reliefs to evoke an earthy, natural feel. All of our gaming mechanics are derived from actual honeybee behavior so that this game can serve as a teaching tool as well as a source of fun, rivalry, and partnership among friends and family. “Keep the Hive Alive!” emphasizes replayability: you would have to play this game hundreds of times to recreate a scenario which you have seen before.",,,,7,A. Prybyla,,,,,,,,,,,,,,,
148,Star Trek Panic,,Hayes & Pre-Fun,2018-03-10,18:00,180,Up to six players work together to complete missions aboard the USS Enterprise in this cooperative board game adventure.,,,,71,S. Clark,,,,,,,,,,,,,,,
144,PFS #8-99: The Solstice Scar-Version B (Levels 1-2),,Hayes & Pre-Fun,2018-03-10,18:00,240,"This table is for PFS Characters Level 1-2. Pre-generated characters will be available for new players.
 The world-renowned Blakros Museum has outdone itself, gathering an unrivaled collection of relics from the Shining Crusade, a holy coalition that felled the greatest lich to threaten Golarion. When trouble befalls the exhibit mere days before its debut, the Pathfinders intervene, only to discover that one of the relics is key to averting a far greater disaster that has laid in wait for a millennium.
 The Solstice Scar is a multi-table interactive adventure in which each group's actions can affect neighboring groups and contribute to the entire room's success. This is an ongoing adventure that will be updated and rereleased incrementally several times each season, collectively telling a longer story while also presenting exciting stand-alone chapters.",,,,29,G. Melone,,,,,,,,,,,,,,,
145,PFS #8-99: The Solstice Scar-Version B (Levels 3-4),,Hayes & Pre-Fun,2018-03-10,18:00,240,"This table is for PFS Characters Level 3-4.
 The world-renowned Blakros Museum has outdone itself, gathering an unrivaled collection of relics from the Shining Crusade, a holy coalition that felled the greatest lich to threaten Golarion. When trouble befalls the exhibit mere days before its debut, the Pathfinders intervene, only to discover that one of the relics is key to averting a far greater disaster that has laid in wait for a millennium.
 The Solstice Scar is a multi-table interactive adventure in which each group's actions can affect neighboring groups and contribute to the entire room's success. This is an ongoing adventure that will be updated and rereleased incrementally several times each season, collectively telling a longer story while also presenting exciting stand-alone chapters.",,,,29,G. Melone,,,,,,,,,,,,,,,
146,PFS #8-99: The Solstice Scar-Version B (Levels 5-6),,Hayes & Pre-Fun,2018-03-10,18:00,240,"This table is for PFS Characters Level 5-6.
 The world-renowned Blakros Museum has outdone itself, gathering an unrivaled collection of relics from the Shining Crusade, a holy coalition that felled the greatest lich to threaten Golarion. When trouble befalls the exhibit mere days before its debut, the Pathfinders intervene, only to discover that one of the relics is key to averting a far greater disaster that has laid in wait for a millennium.
 The Solstice Scar is a multi-table interactive adventure in which each group's actions can affect neighboring groups and contribute to the entire room's success. This is an ongoing adventure that will be updated and rereleased incrementally several times each season, collectively telling a longer story while also presenting exciting stand-alone chapters.",,,,29,G. Melone,,,,,,,,,,,,,,,
147,PFS #8-99: The Solstice Scar-Version B (Levels 7-8),,Hayes & Pre-Fun,2018-03-10,18:00,240,"This table is for PFS Characters Level 7-8.
 The world-renowned Blakros Museum has outdone itself, gathering an unrivaled collection of relics from the Shining Crusade, a holy coalition that felled the greatest lich to threaten Golarion. When trouble befalls the exhibit mere days before its debut, the Pathfinders intervene, only to discover that one of the relics is key to averting a far greater disaster that has laid in wait for a millennium.
 The Solstice Scar is a multi-table interactive adventure in which each group's actions can affect neighboring groups and contribute to the entire room's success. This is an ongoing adventure that will be updated and rereleased incrementally several times each season, collectively telling a longer story while also presenting exciting stand-alone chapters.",,,,29,G. Melone,,,,,,,,,,,,,,,
142,Dr Who,,McKinley B,2018-03-10,18:00,60,"There are many areas that Doctor Who has covered in the last 50 years from ""Is time travel even possible?"" to ""Is the sonic screwdriver for real?"" as well as touching on space travel, robotics, genetics, mutations-evolution and the rise and fall of civilizations. Is the science seen in Doctor Who ""fiction"" after all?",,,,4,A. Matthews,48,M. Flohr,15,C. Matthews,9,B. Doran,,,,,,,,,
149,Epic Cinematics,,Grant B/C,2018-03-10,18:15,90,"Don all of your newly got Marvelous costumes and join us for a fun green screen 
 cinematic adventure. Be prepared to showcase your best super moves, whether hero or villainous! (ages 6+)",,,,,,,,,,,,,,,,,,,,
150,Buttonmen,,Hayes & Pre-Fun,2018-03-10,19:00,120,A short card and dice game of low level mobsters doing battle. Individual games are very quick. I will happily teach as many people as show up.,,,,18,D. Chenin,,,,,,,,,,,,,,,
154,Tanto Cuore Tournament,,Hayes & Pre-Fun,2018-03-10,19:00,120,Deck Building game where you hire maids. Tournament will have prizes.,,,,51,M. Sparks,,,,,,,,,,,,,,,
151,Daughters of Themyscira,,McKinley A,2018-03-10,19:00,60,Superhero themed bellydance performance,,,,,,,,,,,,,,,,,,,,
152,Elevator Pitch & Publishing Expectations Tutorial,,McKinley B,2018-03-10,19:00,60,"Authors, come and learn what publishers are really looking to hear in a pitch session. Ask questions that may have been holding you back and discover the expectations of the publishing industry.",,,,4,A. Matthews,3,A. King,85,W. Kincade,,,,,,,,,,,
153,School House Rock - Superhero Style,,Pegasus,2018-03-10,19:00,60,TBD,,,,57,Musikev,,,,,,,,,,,,,,,
155,AAROOOO!!!! Werewolf!,,Grant B/C,2018-03-10,20:00,90,"Join us for this fantastic game where werewolves collide with 
 “Clue™”. (ages 8+)",,,,,,,,,,,,,,,,,,,,
158,Night Falls Megagame,,Hayes & Pre-Fun,2018-03-10,20:00,180,"Vampires and those who hunt them clash in the night. Use your cunning, wit, and charm to forge alliances, make enemies, and thrive under the cover of darkness. Come alone or bring a team of up to 4 players and experience a unique gaming event you’ll never forget! Night Falls supports up to 32 players and blends elements of a tactical war game, the Model UN, and a light RPG. The rules are simple, easy to learn, and will be taught in 15 minutes at the beginning of the event. No experience or materials are necessary... so come on out and have fun!",,,,11,B. Kanelos,,,,,,,,,,,,,,,
159,The Performance of the Letter of the Travails of Victor Frankenstein (While at University),,McKinley A,2018-03-10,20:00,120,"Celebrating the 200th anniversary of the classic novel, a harlinquade troupe of actors tries to stage this classic tale of young Victor and the complications of his ""extra credit"" project at University!",,,,80,The Confused Greenies,,,,,,,,,,,,,,,
156,Author Showcase (Session 5),,McKinley B,2018-03-10,20:00,60,"Listen to your favorite authors read excerpts from released and soon to be released works. Find your next great read. Ask questions, and discover the new worlds.",,,,45,M. Calvert,32,J. Blackrose,69,R. Withering,,,,,,,,,,,
157,Gaming For Fame & Fortune,,Pegasus,2018-03-10,20:00,60,The guys of Nerdarchy are here to tell you all about turning your favorite hobby into a possible revenue stream. What do you need to quit your job and pay your bills with D&D?,,,,62,Nerdarchy,,,,,,,,,,,,,,,
160,Authors Autographing (Session 5),,Grant A,2018-03-10,21:00,60,"Meet and talk with your favorite authors and rising stars. Purchase books and have them signed. The only thing more intimate is our Sunday morning Author Breakfast. Guest Authors: Marcus V. Calvert, J.D. Blackrose, Rose Withering",,,,,,,,,,,,,,,,,,,,
161,Flash Fiction,,McKinley B,2018-03-10,21:00,60,"Flash and micro fiction is perfect for our fast-paced society. Mastering the art of writing the super-short story can be a new author's avenue into the business, or a seasoned writer's best mode of advertising current novels.",,,,43,L. Snyder,55,M. Vibbert,46,M. Engelhardt,63,O. Berrier,85,W. Kincade,,,,,,,
162,Open Filk,,Pegasus,2018-03-10,21:00,180,TBD,,,,,,,,,,,,,,,,,,,,
167,The Mostly-Overnighter Party,,Grant B/C,2018-03-10,22:00,240,Enjoy food and Incredible fun. Bring your best superhero jammies and stay up late without your parents. $3 Pre-registration Fee Required. May end earlier pending attendance. (Only ages 10-18),,,,,,,,,,,,,,,,,,,,
166,Tanto Cuore,,Hayes & Pre-Fun,2018-03-10,22:00,60,Deck Building game where you hire maids to work your pretend mansion.,,,,51,M. Sparks,,,,,,,,,,,,,,,
165,Star Trek RPG: Mirror on the Wall,,Hayes & Pre-Fun,2018-03-10,22:00,120,A Mirror Universe Star Trek Adventure,,,,71,S. Clark,,,,,,,,,,,,,,,
163,"Harem & Ecchi & Fanservice, Oh My!",,McKinley A,2018-03-10,22:00,50,"Anime is a complex world full of magic, normal everyday life, music, great stories, AND HOLY CRAP CHECK OUT THE RACK ON THAT ONE!! Is there an explanation for the last part of that sentence? Yes! Allow us to lead through the dark murky usually confusing world of more adult themed anime.",,,,40,L. Frazier,,,,,,,,,,,,,,,
164,NSFW 2.0 Authors Panel,,McKinley B,2018-03-10,22:00,60,"Sex, violence, strong language; writers discuss their own personal limits on controversial subjects.",,,,36,K. Herkes,84,V. Walker,63,O. Berrier,21,D. Willis,33,J. Gribble,,,,,,,
169,"The Confused Greenies ""Naughty Show""",,McKinley A,2018-03-10,23:00,60,TBD,,,,80,The Confused Greenies,,,,,,,,,,,,,,,
168,SciFi Poetry Reading,,McKinley B,2018-03-10,23:00,60,"Come listen to authors recite their poetry, or bring your own.",,,,54,M. Turzillo,28,G. Landis,55,M. Vibbert,,,,,,,,,,,
171,Cosplay Contest Judging,,TBD,2018-03-10,23:00,180,TBD,,,,,,,,,,,,,,,,,,,,
170,Art Auction,,TBD,2018-03-10,23:00,,TBD,,,,,,,,,,,,,,,,,,,,
172,Gaming (24/7),,Hayes & Pre-Fun,2018-03-11,00:00,840,,,,,,,,,,,,,,,,,,,,,
174,The Confused Greenies 18+ Improv Show,,McKinley A,2018-03-11,00:00,60,TBD,,,,80,The Confused Greenies,,,,,,,,,,,,,,,
173,Security & Ops (24/7),,Virgo,2018-03-11,00:00,900,,,,,,,,,,,,,,,,,,,,,
180,Registration,,Garfield B/C,2018-03-11,09:00,360,,,,,,,,,,,,,,,,,,,,,
175,ConSuite,,Garfield D/C,2018-03-11,09:00,300,,,,,,,,,,,,,,,,,,,,,
176,Marvelous Markers,,Grant B/C,2018-03-11,09:00,60,"Moms and Dads, kids and sidekicks, come and relax from your epic weekend 
 con-adventure and de-stress with crayons and coloring books. Adult & kids books will be available. (all ages)",,,,,,,,,,,,,,,,,,,,
177,PFS #9-08: Birthright Betrayed (1-5),,Hayes & Pre-Fun,2018-03-11,09:00,240,"A Pathfinder Society Scenario designed for levels 1-5.
 For all its rich history and heritage, Taldor has not always welcomed the Pathfinder Society's inquiring minds. This is especially true of a small museum in Ridonport, birthplace of the legendary General Arnisant, who confronted the dreaded Whispering Tyrant during the Shining Crusade. However, the Society's ally Lady Gloriana Morilla has secured a small group of Pathfinders a unique opportunity to study the museum's relics. All she needs in return is the Pathfinders' investigative skills to uncover the local earl's indiscretions—an earl who proudly identifies as Arnisant's direct descendant.",,,,29,G. Melone,,,,,,,,,,,,,,,
178,PFS #9-09: Beyond the Halflight Path (3-7 evergreen),,Hayes & Pre-Fun,2018-03-11,09:00,240,"A Pathfinder Society Scenario designed for levels 3–7.
 The sprawling maze of caverns and tunnels beneath the hilltop city of Kaer Maga are home to a host of dangers and mysteries. A dedicated group of guards called the Duskwardens is responsible for protecting Kaer Magans and visitors alike from everything that lurks below. Despite the Duskwardens' best efforts, the influence of one of the vaults has been spreading on to the streets of Kaer Maga. It falls to a group Pathfinder Society agents to navigate the factions of Kaer Maga to access and strike at the heart of the lurking threat.",,,,29,G. Melone,,,,,,,,,,,,,,,
